exp interface log记录
[2025-05-15 12:20:27] [Info]: [ranyi] Total: 2279, gametime: 1107, rankpoint: 2279, shotgunkills: 105542, smgkills:178281, tankrocks: 1537, versuswin: 516, versustotal：781, gamesplayed: 1189, maxrankpoint: 2296, kill_per_round: 238, rock_per_round: 1, hour_per_round: 0
[2025-05-17 20:57:27] [Info]: [波纹战士BoBo] Total: 2470, gametime: 1103, rankpoint: 2470, shotgunkills: 23512, smgkills:71123, tankrocks: 2138, versuswin: 563, versustotal：1145, gamesplayed: 1718, maxrankpoint: 2821, kill_per_round: 55, rock_per_round: 1, hour_per_round: 0
[2025-05-17 20:59:52] [Info]: [自信即癫疯ovo] Total: 745, gametime: 510, rankpoint: 745, shotgunkills: 52365, smgkills:53658, tankrocks: 127, versuswin: 212, versustotal：501, gamesplayed: 684, maxrankpoint: 1194, kill_per_round: 155, rock_per_round: 0, hour_per_round: 0
[2025-05-17 21:08:40] [Info]: [cctv0067] Total: 9099, gametime: 3554, rankpoint: 9099, shotgunkills: 460009, smgkills:455528, tankrocks: 6295, versuswin: 1612, versustotal：3203, gamesplayed: 4546, maxrankpoint: 8100, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-17 21:08:59] [Info]: [我是猫娘] Total: 1773, gametime: 1114, rankpoint: 1773, shotgunkills: 56312, smgkills:181695, tankrocks: 922, versuswin: 468, versustotal：1125, gamesplayed: 1533, maxrankpoint: 2647, kill_per_round: 155, rock_per_round: 0, hour_per_round: 0
[2025-05-17 21:09:03] [Info]: [粉色信笺] Total: 1178, gametime: 832, rankpoint: 1178, shotgunkills: 40692, smgkills:101537, tankrocks: 440, versuswin: 349, versustotal：850, gamesplayed: 1201, maxrankpoint: 2033, kill_per_round: 118, rock_per_round: 0, hour_per_round: 0
[2025-05-17 21:18:01] [Info]: [老帮菜] Total: 53, gametime: 35, rankpoint: 53, shotgunkills: 281, smgkills:2347, tankrocks: 6, versuswin: 46, versustotal：90, gamesplayed: 98, maxrankpoint: 133, kill_per_round: 26, rock_per_round: 0, hour_per_round: 0
[2025-05-17 21:18:02] [Info]: [棺姬teto] Total: 1798, gametime: 1461, rankpoint: 1798, shotgunkills: 194843, smgkills:36567, tankrocks: 237, versuswin: 326, versustotal：618, gamesplayed: 761, maxrankpoint: 2222, kill_per_round: 304, rock_per_round: 0, hour_per_round: 1
[2025-05-17 21:18:02] [Info]: [辉针道士] Total: 621, gametime: 858, rankpoint: 621, shotgunkills: 48409, smgkills:45216, tankrocks: 72, versuswin: 99, versustotal：217, gamesplayed: 295, maxrankpoint: 1153, kill_per_round: 317, rock_per_round: 0, hour_per_round: 2
[2025-05-17 21:18:02] [Info]: [自信即癫疯ovo] Total: 746, gametime: 510, rankpoint: 746, shotgunkills: 52439, smgkills:53658, tankrocks: 127, versuswin: 212, versustotal：501, gamesplayed: 684, maxrankpoint: 1194, kill_per_round: 155, rock_per_round: 0, hour_per_round: 0
[2025-05-17 21:18:04] [Info]: [打电动的爱丽丝酱] Total: 876, gametime: 393, rankpoint: 876, shotgunkills: 33883, smgkills:21670, tankrocks: 568, versuswin: 161, versustotal：345, gamesplayed: 597, maxrankpoint: 990, kill_per_round: 93, rock_per_round: 0, hour_per_round: 0
[2025-05-17 21:18:04] [Info]: [雨晴るる] Total: 1821, gametime: 1056, rankpoint: 1821, shotgunkills: 113496, smgkills:91759, tankrocks: 475, versuswin: 642, versustotal：1139, gamesplayed: 1701, maxrankpoint: 2757, kill_per_round: 120, rock_per_round: 0, hour_per_round: 0
[2025-05-17 21:18:09] [Info]: [nijmljp1] Total: 1306, gametime: 827, rankpoint: 1306, shotgunkills: 61509, smgkills:51670, tankrocks: 445, versuswin: 365, versustotal：801, gamesplayed: 1256, maxrankpoint: 2083, kill_per_round: 90, rock_per_round: 0, hour_per_round: 0
[2025-05-17 21:18:21] [Info]: [波纹战士BoBo] Total: 2470, gametime: 1103, rankpoint: 2470, shotgunkills: 23512, smgkills:71180, tankrocks: 2138, versuswin: 563, versustotal：1145, gamesplayed: 1718, maxrankpoint: 2821, kill_per_round: 55, rock_per_round: 1, hour_per_round: 0
[2025-05-17 21:20:43] [Info]: [板鸭会武术] Total: 2206, gametime: 1305, rankpoint: 2206, shotgunkills: 109792, smgkills:89893, tankrocks: 944, versuswin: 707, versustotal：1403, gamesplayed: 1792, maxrankpoint: 3097, kill_per_round: 111, rock_per_round: 0, hour_per_round: 0
[2025-05-17 21:32:35] [Info]: [TLRY] Total: 58, gametime: 66, rankpoint: 58, shotgunkills: 2042, smgkills:1879, tankrocks: 3, versuswin: 40, versustotal：68, gamesplayed: 73, maxrankpoint: 139, kill_per_round: 53, rock_per_round: 0, hour_per_round: 0
[2025-05-17 22:04:37] [Info]: [XYZvisions] Total: 0, gametime: 8, rankpoint: 0, shotgunkills: 99, smgkills:606, tankrocks: 0, versuswin: 0, versustotal：0, gamesplayed: 0, maxrankpoint: 8, kill_per_round: 0, rock_per_round: , hour_per_round: 0
[2025-05-17 22:04:39] [Info]: [杂鱼先拔出来再表白啊] Total: 0, gametime: 1, rankpoint: 0, shotgunkills: 4, smgkills:27, tankrocks: 0, versuswin: 0, versustotal：0, gamesplayed: 0, maxrankpoint: 1, kill_per_round: 0, rock_per_round: , hour_per_round: 0
[2025-05-17 22:05:17] [Info]: [1641877400] Total: 1182, gametime: 1085, rankpoint: 1182, shotgunkills: 34228, smgkills:46990, tankrocks: 531, versuswin: 319, versustotal：861, gamesplayed: 985, maxrankpoint: 2070, kill_per_round: 82, rock_per_round: 0, hour_per_round: 1
[2025-05-17 22:07:49] [Info]: [Tumic] Total: 431, gametime: 264, rankpoint: 431, shotgunkills: 18553, smgkills:15135, tankrocks: 134, versuswin: 156, versustotal：404, gamesplayed: 464, maxrankpoint: 728, kill_per_round: 72, rock_per_round: 0, hour_per_round: 0
[2025-05-18 00:03:44] [Info]: [一个控防不住] Total: 2303, gametime: 1117, rankpoint: 2303, shotgunkills: 105662, smgkills:178458, tankrocks: 1549, versuswin: 521, versustotal：791, gamesplayed: 1221, maxrankpoint: 2338, kill_per_round: 232, rock_per_round: 1, hour_per_round: 0
[2025-05-18 00:04:54] [Info]: [一个控防不住] Total: 2303, gametime: 1117, rankpoint: 2303, shotgunkills: 105662, smgkills:178458, tankrocks: 1549, versuswin: 521, versustotal：791, gamesplayed: 1221, maxrankpoint: 2338, kill_per_round: 232, rock_per_round: 1, hour_per_round: 0
[2025-05-18 00:07:35] [Info]: [一个控防不住] Total: 2303, gametime: 1117, rankpoint: 2303, shotgunkills: 105662, smgkills:178458, tankrocks: 1549, versuswin: 521, versustotal：791, gamesplayed: 1221, maxrankpoint: 2338, kill_per_round: 232, rock_per_round: 1, hour_per_round: 0
[2025-05-18 00:09:03] [Info]: [一个控防不住] Total: 2303, gametime: 1117, rankpoint: 2303, shotgunkills: 105662, smgkills:178458, tankrocks: 1549, versuswin: 521, versustotal：791, gamesplayed: 1221, maxrankpoint: 2338, kill_per_round: 232, rock_per_round: 1, hour_per_round: 0
[2025-05-18 00:10:24] [Info]: [一个控防不住] Total: 2303, gametime: 1117, rankpoint: 2303, shotgunkills: 105662, smgkills:178458, tankrocks: 1549, versuswin: 521, versustotal：791, gamesplayed: 1221, maxrankpoint: 2338, kill_per_round: 232, rock_per_round: 1, hour_per_round: 0
[2025-05-18 00:11:35] [Info]: [一个控防不住] Total: 2303, gametime: 1117, rankpoint: 2303, shotgunkills: 105662, smgkills:178458, tankrocks: 1549, versuswin: 521, versustotal：791, gamesplayed: 1221, maxrankpoint: 2338, kill_per_round: 232, rock_per_round: 1, hour_per_round: 0
[2025-05-18 00:12:32] [Info]: [一个控防不住] Total: 2303, gametime: 1117, rankpoint: 2303, shotgunkills: 105662, smgkills:178458, tankrocks: 1549, versuswin: 521, versustotal：791, gamesplayed: 1221, maxrankpoint: 2338, kill_per_round: 232, rock_per_round: 1, hour_per_round: 0
[2025-05-18 00:12:47] [Info]: [艾和时间皆是克] Total: 3781, gametime: 1443, rankpoint: 3781, shotgunkills: 88510, smgkills:96180, tankrocks: 2705, versuswin: 1585, versustotal：2692, gamesplayed: 3048, maxrankpoint: 4491, kill_per_round: 60, rock_per_round: 0, hour_per_round: 0
[2025-05-18 00:13:36] [Info]: [一个控防不住] Total: 2303, gametime: 1117, rankpoint: 2303, shotgunkills: 105662, smgkills:178458, tankrocks: 1549, versuswin: 521, versustotal：791, gamesplayed: 1221, maxrankpoint: 2338, kill_per_round: 232, rock_per_round: 1, hour_per_round: 0
[2025-05-18 00:14:25] [Info]: [0^0] Total: 1202, gametime: 889, rankpoint: 1202, shotgunkills: 29994, smgkills:42491, tankrocks: 273, versuswin: 561, versustotal：1128, gamesplayed: 1630, maxrankpoint: 2519, kill_per_round: 44, rock_per_round: 0, hour_per_round: 0
[2025-05-18 00:15:11] [Info]: [一个控防不住] Total: 2303, gametime: 1117, rankpoint: 2303, shotgunkills: 105662, smgkills:178458, tankrocks: 1549, versuswin: 521, versustotal：791, gamesplayed: 1221, maxrankpoint: 2338, kill_per_round: 232, rock_per_round: 1, hour_per_round: 0
[2025-05-18 00:16:03] [Info]: [一个控防不住] Total: 2303, gametime: 1117, rankpoint: 2303, shotgunkills: 105662, smgkills:178458, tankrocks: 1549, versuswin: 521, versustotal：791, gamesplayed: 1221, maxrankpoint: 2338, kill_per_round: 232, rock_per_round: 1, hour_per_round: 0
[2025-05-18 11:16:19] [Info]: [菊花残   满地香] Total: 2562, gametime: 1241, rankpoint: 2562, shotgunkills: 82488, smgkills:107951, tankrocks: 905, versuswin: 1593, versustotal：2898, gamesplayed: 3128, maxrankpoint: 4369, kill_per_round: 60, rock_per_round: 0, hour_per_round: 0
[2025-05-18 11:17:16] [Info]: [菊花残   满地香] Total: 2562, gametime: 1241, rankpoint: 2562, shotgunkills: 82488, smgkills:107951, tankrocks: 905, versuswin: 1593, versustotal：2898, gamesplayed: 3128, maxrankpoint: 4369, kill_per_round: 60, rock_per_round: 0, hour_per_round: 0
[2025-05-18 11:17:30] [Info]: [菊花残   满地香] Total: 2562, gametime: 1241, rankpoint: 2562, shotgunkills: 82488, smgkills:107951, tankrocks: 905, versuswin: 1593, versustotal：2898, gamesplayed: 3128, maxrankpoint: 4369, kill_per_round: 60, rock_per_round: 0, hour_per_round: 0
[2025-05-18 11:20:34] [Info]: [菊花残   满地香] Total: 2562, gametime: 1241, rankpoint: 2562, shotgunkills: 82488, smgkills:107951, tankrocks: 905, versuswin: 1593, versustotal：2898, gamesplayed: 3128, maxrankpoint: 4369, kill_per_round: 60, rock_per_round: 0, hour_per_round: 0
[2025-05-18 11:26:19] [Info]: [菊花残   满地香] Total: 2563, gametime: 1241, rankpoint: 2563, shotgunkills: 82488, smgkills:107951, tankrocks: 905, versuswin: 1593, versustotal：2898, gamesplayed: 3129, maxrankpoint: 4370, kill_per_round: 60, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:00:55] [Info]: [一个控防不住] Total: 2303, gametime: 1117, rankpoint: 2303, shotgunkills: 105662, smgkills:178458, tankrocks: 1549, versuswin: 521, versustotal：791, gamesplayed: 1221, maxrankpoint: 2338, kill_per_round: 232, rock_per_round: 1, hour_per_round: 0
[2025-05-18 14:04:43] [Info]: [一个控防不住] Total: 2303, gametime: 1117, rankpoint: 2303, shotgunkills: 105662, smgkills:178458, tankrocks: 1549, versuswin: 521, versustotal：791, gamesplayed: 1221, maxrankpoint: 2338, kill_per_round: 232, rock_per_round: 1, hour_per_round: 0
[2025-05-18 14:05:18] [Info]: [凡尔赛的玫瑰花] Total: 94, gametime: 52, rankpoint: 94, shotgunkills: 789, smgkills:2990, tankrocks: 19, versuswin: 75, versustotal：157, gamesplayed: 163, maxrankpoint: 215, kill_per_round: 23, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:05:19] [Info]: [花信风] Total: 104, gametime: 83, rankpoint: 104, shotgunkills: 3264, smgkills:2537, tankrocks: 43, versuswin: 39, versustotal：73, gamesplayed: 98, maxrankpoint: 181, kill_per_round: 59, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:05:38] [Info]: [黑色剑士] Total: 64, gametime: 46, rankpoint: 64, shotgunkills: 1786, smgkills:1016, tankrocks: 3, versuswin: 47, versustotal：96, gamesplayed: 105, maxrankpoint: 151, kill_per_round: 26, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:06:01] [Info]: [zsfaimeinv] Total: 110, gametime: 99, rankpoint: 110, shotgunkills: 1990, smgkills:4067, tankrocks: 31, versuswin: 55, versustotal：132, gamesplayed: 137, maxrankpoint: 236, kill_per_round: 44, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:06:18] [Info]: [彼柚] Total: 3722, gametime: 1694, rankpoint: 3722, shotgunkills: 245918, smgkills:160734, tankrocks: 1453, versuswin: 1209, versustotal：2042, gamesplayed: 2812, maxrankpoint: 4506, kill_per_round: 144, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:06:23] [Info]: [来靶场看我击靶吗] Total: 767, gametime: 548, rankpoint: 767, shotgunkills: 12554, smgkills:59659, tankrocks: 138, versuswin: 477, versustotal：991, gamesplayed: 1193, maxrankpoint: 1741, kill_per_round: 60, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:07:11] [Info]: [命奈命] Total: 1173, gametime: 884, rankpoint: 1173, shotgunkills: 40159, smgkills:140712, tankrocks: 291, versuswin: 454, versustotal：1042, gamesplayed: 1406, maxrankpoint: 2290, kill_per_round: 128, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:07:36] [Info]: [毒来独往] Total: 157, gametime: 132, rankpoint: 157, shotgunkills: 3515, smgkills:5405, tankrocks: 29, versuswin: 99, versustotal：193, gamesplayed: 219, maxrankpoint: 351, kill_per_round: 40, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:07:38] [Info]: [低保与老头皆失] Total: 47, gametime: 53, rankpoint: 47, shotgunkills: 559, smgkills:4942, tankrocks: 9, versuswin: 28, versustotal：53, gamesplayed: 62, maxrankpoint: 115, kill_per_round: 88, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:08:09] [Info]: [YusiSama] Total: 1593, gametime: 1055, rankpoint: 1593, shotgunkills: 82473, smgkills:110330, tankrocks: 437, versuswin: 691, versustotal：1311, gamesplayed: 1581, maxrankpoint: 2636, kill_per_round: 121, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:09:53] [Info]: [乾毅哥哥] Total: 152, gametime: 99, rankpoint: 152, shotgunkills: 1286, smgkills:4441, tankrocks: 65, versuswin: 86, versustotal：169, gamesplayed: 196, maxrankpoint: 295, kill_per_round: 29, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:10:08] [Info]: [早瀬優香♪] Total: 812, gametime: 751, rankpoint: 812, shotgunkills: 25566, smgkills:10892, tankrocks: 506, versuswin: 213, versustotal：342, gamesplayed: 419, maxrankpoint: 1170, kill_per_round: 87, rock_per_round: 1, hour_per_round: 1
[2025-05-18 14:10:13] [Info]: [zackoey] Total: 88, gametime: 55, rankpoint: 88, shotgunkills: 1188, smgkills:7767, tankrocks: 6, versuswin: 63, versustotal：139, gamesplayed: 160, maxrankpoint: 215, kill_per_round: 55, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:11:02] [Info]: [toryar] Total: 1506, gametime: 941, rankpoint: 1506, shotgunkills: 50083, smgkills:25016, tankrocks: 811, versuswin: 517, versustotal：1025, gamesplayed: 1234, maxrankpoint: 2175, kill_per_round: 60, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:11:37] [Info]: [あなたが大好き] Total: 1323, gametime: 774, rankpoint: 1323, shotgunkills: 24601, smgkills:20966, tankrocks: 767, versuswin: 569, versustotal：1021, gamesplayed: 1269, maxrankpoint: 2043, kill_per_round: 35, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:12:26] [Info]: [彦溪] Total: 33, gametime: 21, rankpoint: 33, shotgunkills: 368, smgkills:429, tankrocks: 11, versuswin: 19, versustotal：46, gamesplayed: 48, maxrankpoint: 69, kill_per_round: 16, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:15:22] [Info]: [MJP] Total: 8160, gametime: 4082, rankpoint: 8160, shotgunkills: 55608, smgkills:87882, tankrocks: 8504, versuswin: 1915, versustotal：4000, gamesplayed: 4230, maxrankpoint: 8312, kill_per_round: 33, rock_per_round: 2, hour_per_round: 0
[2025-05-18 14:15:52] [Info]: [S1^_@n91] Total: 4573, gametime: 250276, rankpoint: 4573, shotgunkills: 92552, smgkills:65319, tankrocks: 1565, versuswin: 621, versustotal：1233, gamesplayed: 1688, maxrankpoint: 251964, kill_per_round: 93, rock_per_round: 0, hour_per_round: 148
[2025-05-18 14:16:49] [Info]: [到底为什么都是我的错] Total: 250, gametime: 573, rankpoint: 250, shotgunkills: 15585, smgkills:14249, tankrocks: 8, versuswin: 18, versustotal：67, gamesplayed: 91, maxrankpoint: 664, kill_per_round: 327, rock_per_round: 0, hour_per_round: 6
[2025-05-18 14:16:53] [Info]: [晚安] Total: 92, gametime: 50, rankpoint: 92, shotgunkills: 3103, smgkills:6245, tankrocks: 35, versuswin: 34, versustotal：78, gamesplayed: 103, maxrankpoint: 153, kill_per_round: 90, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:17:00] [Info]: [zackoey] Total: 88, gametime: 55, rankpoint: 88, shotgunkills: 1188, smgkills:7767, tankrocks: 6, versuswin: 63, versustotal：139, gamesplayed: 160, maxrankpoint: 215, kill_per_round: 55, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:18:06] [Info]: [42528592779596] Total: 228, gametime: 187, rankpoint: 228, shotgunkills: 6817, smgkills:9471, tankrocks: 26, versuswin: 120, versustotal：287, gamesplayed: 325, maxrankpoint: 512, kill_per_round: 50, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:18:21] [Info]: [YusiSama] Total: 1593, gametime: 1055, rankpoint: 1593, shotgunkills: 82473, smgkills:110330, tankrocks: 437, versuswin: 691, versustotal：1311, gamesplayed: 1581, maxrankpoint: 2636, kill_per_round: 121, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:22:12] [Info]: [我推的胖子] Total: 2968, gametime: 1408, rankpoint: 2968, shotgunkills: 101562, smgkills:229506, tankrocks: 1815, versuswin: 671, versustotal：1598, gamesplayed: 2320, maxrankpoint: 3728, kill_per_round: 142, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:29:10] [Info]: [cctv0067] Total: 9100, gametime: 3554, rankpoint: 9100, shotgunkills: 460113, smgkills:455569, tankrocks: 6295, versuswin: 1613, versustotal：3204, gamesplayed: 4548, maxrankpoint: 8102, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-18 14:32:10] [Info]: [彼柚] Total: 3723, gametime: 1694, rankpoint: 3723, shotgunkills: 245988, smgkills:160734, tankrocks: 1453, versuswin: 1209, versustotal：2042, gamesplayed: 2812, maxrankpoint: 4506, kill_per_round: 144, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:32:10] [Info]: [zackoey] Total: 88, gametime: 56, rankpoint: 88, shotgunkills: 1188, smgkills:7809, tankrocks: 6, versuswin: 64, versustotal：140, gamesplayed: 161, maxrankpoint: 217, kill_per_round: 55, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:32:10] [Info]: [一个控防不住] Total: 2303, gametime: 1117, rankpoint: 2303, shotgunkills: 105662, smgkills:178511, tankrocks: 1549, versuswin: 521, versustotal：791, gamesplayed: 1221, maxrankpoint: 2338, kill_per_round: 232, rock_per_round: 1, hour_per_round: 0
[2025-05-18 14:32:11] [Info]: [cctv0067] Total: 9100, gametime: 3554, rankpoint: 9100, shotgunkills: 460113, smgkills:455569, tankrocks: 6295, versuswin: 1613, versustotal：3204, gamesplayed: 4548, maxrankpoint: 8102, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-18 14:32:13] [Info]: [晚安] Total: 92, gametime: 50, rankpoint: 92, shotgunkills: 3103, smgkills:6289, tankrocks: 35, versuswin: 34, versustotal：78, gamesplayed: 103, maxrankpoint: 153, kill_per_round: 91, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:32:14] [Info]: [到底为什么都是我的错] Total: 252, gametime: 573, rankpoint: 252, shotgunkills: 15585, smgkills:14271, tankrocks: 8, versuswin: 19, versustotal：68, gamesplayed: 92, maxrankpoint: 665, kill_per_round: 324, rock_per_round: 0, hour_per_round: 6
[2025-05-18 14:32:17] [Info]: [S1^_@n91] Total: 4573, gametime: 250276, rankpoint: 4573, shotgunkills: 92579, smgkills:65347, tankrocks: 1565, versuswin: 621, versustotal：1233, gamesplayed: 1688, maxrankpoint: 251964, kill_per_round: 93, rock_per_round: 0, hour_per_round: 148
[2025-05-18 14:32:23] [Info]: [我推的胖子] Total: 2968, gametime: 1408, rankpoint: 2968, shotgunkills: 101562, smgkills:229506, tankrocks: 1815, versuswin: 671, versustotal：1598, gamesplayed: 2320, maxrankpoint: 3728, kill_per_round: 142, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:33:09] [Info]: [打电动的爱丽丝酱] Total: 884, gametime: 398, rankpoint: 884, shotgunkills: 34328, smgkills:22112, tankrocks: 570, versuswin: 163, versustotal：352, gamesplayed: 605, maxrankpoint: 1003, kill_per_round: 93, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:34:45] [Info]: [山里灵活的狗] Total: 5, gametime: 4, rankpoint: 5, shotgunkills: 180, smgkills:34, tankrocks: 0, versuswin: 6, versustotal：8, gamesplayed: 8, maxrankpoint: 12, kill_per_round: 26, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:34:50] [Info]: [附带天使] Total: 361, gametime: 303, rankpoint: 361, shotgunkills: 10878, smgkills:7789, tankrocks: 79, versuswin: 209, versustotal：385, gamesplayed: 448, maxrankpoint: 751, kill_per_round: 41, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:35:28] [Info]: [fasdafasdgfhjuuo] Total: 394, gametime: 278, rankpoint: 394, shotgunkills: 17980, smgkills:17063, tankrocks: 115, versuswin: 97, versustotal：245, gamesplayed: 399, maxrankpoint: 677, kill_per_round: 87, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:39:21] [Info]: [YusiSama] Total: 1593, gametime: 1055, rankpoint: 1593, shotgunkills: 82473, smgkills:110394, tankrocks: 437, versuswin: 691, versustotal：1311, gamesplayed: 1581, maxrankpoint: 2636, kill_per_round: 121, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:39:31] [Info]: [彼柚] Total: 3723, gametime: 1694, rankpoint: 3723, shotgunkills: 246053, smgkills:160734, tankrocks: 1453, versuswin: 1209, versustotal：2042, gamesplayed: 2812, maxrankpoint: 4506, kill_per_round: 144, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:40:08] [Info]: [😡😡😡😡😡] Total: 2039, gametime: 1426, rankpoint: 2039, shotgunkills: 102737, smgkills:55906, tankrocks: 1012, versuswin: 444, versustotal：866, gamesplayed: 1277, maxrankpoint: 2703, kill_per_round: 124, rock_per_round: 0, hour_per_round: 1
[2025-05-18 14:40:24] [Info]: [z119753sb] Total: 185, gametime: 88, rankpoint: 185, shotgunkills: 518, smgkills:2144, tankrocks: 117, versuswin: 75, versustotal：189, gamesplayed: 211, maxrankpoint: 299, kill_per_round: 12, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:41:20] [Info]: [哒哒哒哒哒哒哒哒] Total: 90, gametime: 32, rankpoint: 90, shotgunkills: 201, smgkills:492, tankrocks: 110, versuswin: 23, versustotal：50, gamesplayed: 50, maxrankpoint: 82, kill_per_round: 13, rock_per_round: 2, hour_per_round: 0
[2025-05-18 14:41:50] [Info]: [MIKUc5] Total: 100, gametime: 196, rankpoint: 100, shotgunkills: 3340, smgkills:11526, tankrocks: 6, versuswin: 37, versustotal：72, gamesplayed: 76, maxrankpoint: 272, kill_per_round: 195, rock_per_round: 0, hour_per_round: 2
[2025-05-18 14:41:59] [Info]: [ǒ儭儭シ狼爷] Total: 75, gametime: 43, rankpoint: 75, shotgunkills: 726, smgkills:1249, tankrocks: 14, versuswin: 57, versustotal：128, gamesplayed: 130, maxrankpoint: 173, kill_per_round: 15, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:43:05] [Info]: [维恩港鸢尾花街221号] Total: 174, gametime: 121, rankpoint: 174, shotgunkills: 3110, smgkills:2500, tankrocks: 81, versuswin: 65, versustotal：140, gamesplayed: 190, maxrankpoint: 311, kill_per_round: 29, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:43:41] [Info]: [sensei] Total: 2209, gametime: 953, rankpoint: 2209, shotgunkills: 123908, smgkills:64931, tankrocks: 1002, versuswin: 663, versustotal：1414, gamesplayed: 1750, maxrankpoint: 2703, kill_per_round: 107, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:52:22] [Info]: [Factos&] Total: 1638, gametime: 737, rankpoint: 1638, shotgunkills: 50934, smgkills:113812, tankrocks: 811, versuswin: 851, versustotal：1406, gamesplayed: 1681, maxrankpoint: 2418, kill_per_round: 98, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:53:04] [Info]: [一个控防不住] Total: 2303, gametime: 1117, rankpoint: 2303, shotgunkills: 105662, smgkills:178551, tankrocks: 1549, versuswin: 521, versustotal：791, gamesplayed: 1221, maxrankpoint: 2338, kill_per_round: 232, rock_per_round: 1, hour_per_round: 0
[2025-05-18 14:53:05] [Info]: [cctv0067] Total: 9100, gametime: 3554, rankpoint: 9100, shotgunkills: 460174, smgkills:455598, tankrocks: 6295, versuswin: 1613, versustotal：3204, gamesplayed: 4548, maxrankpoint: 8102, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-18 14:53:05] [Info]: [维恩港鸢尾花街221号] Total: 174, gametime: 121, rankpoint: 174, shotgunkills: 3110, smgkills:2500, tankrocks: 81, versuswin: 65, versustotal：140, gamesplayed: 190, maxrankpoint: 311, kill_per_round: 29, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:53:06] [Info]: [打电动的爱丽丝酱] Total: 884, gametime: 398, rankpoint: 884, shotgunkills: 34378, smgkills:22114, tankrocks: 570, versuswin: 163, versustotal：352, gamesplayed: 605, maxrankpoint: 1003, kill_per_round: 93, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:53:08] [Info]: [😡😡😡😡😡] Total: 2039, gametime: 1426, rankpoint: 2039, shotgunkills: 102737, smgkills:55966, tankrocks: 1012, versuswin: 444, versustotal：866, gamesplayed: 1277, maxrankpoint: 2703, kill_per_round: 124, rock_per_round: 0, hour_per_round: 1
[2025-05-18 14:53:11] [Info]: [日不落] Total: 1176, gametime: 628, rankpoint: 1176, shotgunkills: 58828, smgkills:55922, tankrocks: 263, versuswin: 699, versustotal：1185, gamesplayed: 1385, maxrankpoint: 2013, kill_per_round: 82, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:53:39] [Info]: [SHOOTER] Total: 42, gametime: 46, rankpoint: 42, shotgunkills: 869, smgkills:2008, tankrocks: 11, versuswin: 18, versustotal：45, gamesplayed: 47, maxrankpoint: 93, kill_per_round: 61, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:53:56] [Info]: [muji] Total: 79, gametime: 41, rankpoint: 79, shotgunkills: 591, smgkills:2341, tankrocks: 57, versuswin: 27, versustotal：48, gamesplayed: 71, maxrankpoint: 112, kill_per_round: 41, rock_per_round: 0, hour_per_round: 0
[2025-05-18 14:54:50] [Info]: [逄煊] Total: 299, gametime: 300, rankpoint: 299, shotgunkills: 4794, smgkills:11690, tankrocks: 33, versuswin: 86, versustotal：251, gamesplayed: 446, maxrankpoint: 746, kill_per_round: 36, rock_per_round: 0, hour_per_round: 0
